age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,alcohol,amphet,amyl,benzos,caff,cannabis,choc,coke,crack,ecstacy,heroin,ketamine,legalh,lsd,meth,mushrooms,nicotine,semer,vsa
25-34,Female,MS,UK,Mixed-White/Asian,60,29,44,47,37,CL6,CL1,CL0,CL0,CL6,CL1,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
35-44,Female,A16,UK,White,21,50,42,54,52,CL1,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,UNI,UK,White,34,38,34,54,52,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,UNI,UK,White,25,50,48,48,45,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
55-64,Male,UNI,UK,White,31,34,47,45,48,CL6,CL0,CL0,CL4,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0
45-54,Male,A16,UK,White,35,42,42,49,40,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
25-34,Female,UNI,UK,Asian,54,42,55,49,40,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,A16,UK,White,28,44,38,51,46,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
35-44,Male,A17,UK,White,31,38,37,45,41,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
35-44,Male,PROCER,UK,Black,21,48,42,51,54,CL1,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Male,PROCER,Canada,White,37,32,43,35,42,CL6,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
45-54,Female,UNI,UK,White,31,41,38,56,47,CL4,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
55-64,Male,PROCER,UK,White,38,31,45,40,40,CL6,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Male,MS,UK,Black,30,43,41,44,48,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,PROCER,UK,White,35,32,28,37,44,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,UNI,UK,White,28,52,41,55,52,CL4,CL0,CL0,CL0,CL3,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
35-44,Female,NOCER,UK,White,33,48,47,47,49,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
35-44,Female,UNI,UK,White,41,28,33,46,35,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
25-34,Female,UNI,UK,White,31,29,41,39,37,CL5,CL0,CL1,CL2,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL2,CL0,CL0,CL1,CL5,CL0,CL0
25-34,Male,UNI,UK,White,29,46,34,48,47,CL6,CL0,CL1,CL0,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
18-24,Female,NOCER,UK,White,59,30,51,40,46,CL5,CL0,CL0,CL5,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,UNI,UK,Black,42,30,37,45,40,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,NOCER,UK,White,48,40,44,50,43,CL5,CL2,CL1,CL1,CL6,CL2,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
25-34,Male,A16,UK,White,26,47,33,40,47,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
35-44,Female,UNI,Australia,White,33,41,44,41,45,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,NOCER,UK,Black,31,36,42,44,44,CL4,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Male,MS,Other,White,46,45,49,42,44,CL5,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
35-44,Male,UNI,UK,Black,29,42,40,54,39,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
25-34,Female,UNI,New Zealand,White,38,40,45,53,48,CL3,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
25-34,Female,NOCER,UK,White,53,40,44,49,43,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
25-34,Female,PHD,UK,White,37,42,35,52,49,CL3,CL1,CL0,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
45-54,Male,MS,UK,White,33,38,44,40,52,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
18-24,Male,NOCER,UK,White,50,31,51,27,27,CL5,CL0,CL0,CL0,CL5,CL4,CL5,CL3,CL3,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL6,CL0,CL3
25-34,Female,PROCER,UK,Black,36,40,39,40,48,CL2,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,UNI,UK,White,38,48,37,41,33,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
18-24,Female,A18,UK,White,32,40,36,47,41,CL5,CL0,CL3,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
45-54,Male,A16,UK,White,49,38,44,44,41,CL2,CL1,CL1,CL3,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL0,CL0
35-44,Male,MS,UK,White,32,46,58,48,36,CL6,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
45-54,Female,PROCER,UK,White,41,36,43,40,47,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL5,CL0,CL0
35-44,Female,UNI,UK,White,46,44,54,44,44,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,PROCER,UK,White,46,36,30,48,30,CL6,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
55-64,Female,UNI,UK,White,42,40,49,51,43,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
35-44,Female,UNI,UK,Other,34,36,40,35,38,CL3,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,UNI,UK,White,50,40,37,37,49,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,UNI,UK,White,44,33,43,48,41,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
35-44,Female,PROCER,UK,White,40,39,39,50,37,CL5,CL1,CL0,CL0,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
45-54,Female,PROCER,UK,White,39,44,35,45,48,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
25-34,Male,PHD,UK,White,24,37,44,47,48,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,NOCER,UK,White,39,45,44,51,47,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Female,UNI,UK,White,54,37,48,38,48,CL6,CL3,CL0,CL0,CL6,CL0,CL5,CL6,CL0,CL3,CL0,CL3,CL3,CL0,CL0,CL0,CL6,CL0,CL6
55-64,Male,A18,UK,White,36,34,39,47,44,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
35-44,Female,UNI,Canada,White,39,44,46,48,41,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
35-44,Female,MS,UK,White,29,49,47,45,53,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
55-64,Female,A16,UK,White,28,34,32,50,46,CL4,CL0,CL0,CL0,CL3,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
45-54,Female,A16,UK,White,40,30,31,47,40,CL4,CL0,CL0,CL2,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
18-24,Female,MS,UK,White,32,40,43,44,47,CL5,CL0,CL0,CL0,CL5,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
55-64,Female,PROCER,UK,White,23,40,40,47,40,CL5,CL0,CL0,CL1,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Male,UNI,UK,Mixed-White/Asian,32,48,38,47,38,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
25-34,Female,PROCER,Canada,White,28,38,45,45,38,CL5,CL1,CL0,CL1,CL6,CL5,CL4,CL1,CL1,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
45-54,Female,UNI,UK,White,39,32,43,44,43,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
25-34,Female,UNI,Canada,Mixed-White/Asian,27,48,46,43,45,CL3,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
55-64,Female,UNI,UK,White,42,42,51,41,48,CL5,CL1,CL0,CL1,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
18-24,Male,UNI,UK,Black,30,42,42,51,35,CL4,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
55-64,Female,UNI,UK,White,32,43,41,37,38,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,PROCER,UK,White,35,43,50,48,42,CL6,CL5,CL5,CL2,CL5,CL6,CL6,CL5,CL0,CL3,CL2,CL3,CL3,CL3,CL0,CL3,CL6,CL0,CL1
45-54,Female,PROCER,UK,White,31,54,51,54,50,CL4,CL4,CL1,CL1,CL6,CL4,CL5,CL3,CL0,CL6,CL0,CL2,CL2,CL4,CL0,CL3,CL6,CL0,CL0
18-24,Female,UNI,UK,White,30,41,40,50,51,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Male,MS,UK,Other,34,33,42,34,50,CL5,CL3,CL3,CL2,CL6,CL2,CL6,CL4,CL2,CL4,CL0,CL2,CL2,CL2,CL0,CL2,CL4,CL0,CL0
35-44,Female,UNI,UK,White,29,48,43,49,49,CL6,CL0,CL0,CL3,CL6,CL1,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
65+,Male,B16,UK,White,22,32,29,37,37,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
25-34,Female,UNI,UK,White,34,46,54,43,44,CL5,CL2,CL2,CL2,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL4,CL0,CL2
35-44,Female,A16,UK,White,34,47,48,37,34,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Female,UNI,UK,White,35,48,50,44,45,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,PROCER,UK,White,29,43,42,47,41,CL5,CL1,CL4,CL1,CL6,CL6,CL3,CL2,CL0,CL1,CL0,CL1,CL3,CL1,CL0,CL1,CL6,CL0,CL1
35-44,Female,UNI,UK,White,37,40,45,41,42,CL4,CL1,CL1,CL0,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL3,CL3,CL2,CL0,CL3,CL6,CL0,CL0
25-34,Male,MS,UK,Asian,23,43,53,40,49,CL0,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,NOCER,UK,White,43,41,36,43,32,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,A16,UK,White,29,36,38,50,48,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,PROCER,UK,White,37,44,40,54,46,CL6,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
45-54,Female,PROCER,Republic of Ireland,White,41,39,37,49,43,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,PROCER,UK,White,34,47,49,51,50,CL5,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
25-34,Female,UNI,Canada,White,51,38,41,50,39,CL5,CL2,CL0,CL0,CL6,CL4,CL4,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
25-34,Female,PROCER,UK,White,38,47,48,52,42,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL2,CL0,CL1,CL0,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL0
35-44,Male,PROCER,UK,White,48,45,49,52,29,CL2,CL1,CL1,CL1,CL6,CL1,CL6,CL1,CL1,CL1,CL1,CL1,CL0,CL1,CL1,CL0,CL6,CL0,CL1
25-34,Female,MS,Other,White,39,47,40,36,47,CL4,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
35-44,Female,NOCER,UK,White,32,36,47,50,44,CL6,CL1,CL1,CL1,CL4,CL1,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
18-24,Female,UNI,UK,White,44,38,48,43,43,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
25-34,Female,UNI,UK,White,34,43,43,38,48,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
35-44,Female,UNI,UK,White,33,44,51,50,44,CL6,CL2,CL0,CL0,CL5,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL2,CL0,CL0
55-64,Male,UNI,UK,White,25,47,44,50,48,CL1,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
45-54,Female,UNI,UK,White,31,49,48,46,47,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,UNI,UK,White,24,44,52,40,44,CL6,CL1,CL0,CL0,CL6,CL0,CL5,CL3,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
45-54,Female,UNI,UK,White,31,43,41,52,51,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
18-24,Male,NOCER,UK,White,38,46,39,39,46,CL5,CL0,CL0,CL0,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
45-54,Male,MS,UK,White,29,42,46,38,41,CL6,CL1,CL1,CL1,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL2,CL0,CL0
45-54,Female,UNI,UK,White,26,49,47,49,52,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,PROCER,UK,White,46,23,33,47,45,CL5,CL0,CL0,CL2,CL5,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
65+,Female,MS,UK,White,37,32,43,40,44,CL6,CL0,CL0,CL1,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
25-34,Female,UNI,UK,White,36,48,46,44,47,CL5,CL1,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
45-54,Male,UNI,UK,White,29,45,36,49,44,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,UNI,UK,White,40,46,46,37,52,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
25-34,Female,PROCER,UK,White,36,46,37,56,54,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,MS,UK,White,50,42,45,46,45,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,A16,UK,White,45,39,30,45,50,CL5,CL1,CL1,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
18-24,Female,A18,UK,White,41,39,41,39,44,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,PROCER,UK,White,20,44,51,53,44,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,MS,UK,White,42,31,46,53,56,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
25-34,Female,A18,Other,White,55,31,40,48,34,CL5,CL0,CL0,CL0,CL4,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
18-24,Female,NOCER,UK,White,50,29,24,48,35,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3
25-34,Female,UNI,UK,White,30,47,51,49,48,CL5,CL3,CL1,CL2,CL6,CL3,CL4,CL3,CL2,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL5,CL0,CL1
35-44,Male,UNI,UK,White,54,29,45,50,20,CL5,CL0,CL0,CL3,CL6,CL1,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,NOCER,UK,White,33,33,34,33,31,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
25-34,Female,PROCER,UK,White,49,35,37,46,37,CL5,CL0,CL0,CL2,CL0,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
45-54,Male,MS,UK,White,27,38,38,47,52,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,PHD,UK,White,16,41,44,55,53,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,PROCER,UK,White,47,42,45,49,49,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
45-54,Male,UNI,UK,White,31,41,44,40,51,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,UNI,UK,White,42,33,41,42,47,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Female,MS,UK,White,23,46,42,56,54,CL5,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
45-54,Female,PHD,UK,White,28,41,48,43,48,CL6,CL0,CL0,CL0,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
25-34,Male,PROCER,UK,White,49,35,41,37,40,CL4,CL0,CL0,CL0,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
35-44,Female,MS,UK,White,25,51,53,51,47,CL5,CL1,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
18-24,Female,NOCER,UK,White,31,44,44,48,48,CL4,CL2,CL0,CL0,CL2,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Male,PHD,UK,White,36,40,52,25,40,CL4,CL1,CL1,CL1,CL6,CL1,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL1,CL0,CL1,CL4,CL0,CL1
65+,Male,PHD,UK,White,41,39,43,33,53,CL5,CL0,CL0,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
65+,Male,PROCER,UK,White,26,38,48,46,47,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,PROCER,UK,White,31,46,58,37,42,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
55-64,Male,UNI,UK,White,29,37,51,43,41,CL2,CL0,CL1,CL2,CL0,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
45-54,Male,MS,UK,Asian,27,45,44,49,44,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
55-64,Female,B16,UK,White,26,40,46,53,49,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
18-24,Female,UNI,UK,White,31,41,46,47,46,CL5,CL0,CL0,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,UNI,UK,Black,33,40,43,43,42,CL2,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
55-64,Male,UNI,UK,White,25,39,45,45,47,CL6,CL1,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0
35-44,Male,PROCER,UK,Black,27,49,37,40,42,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,MS,UK,White,26,51,50,46,54,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
